Univ_ZhT_Srce;Univ_ZhT_Strd;Univ_Eng;Status_ZhT;Status_Eng;Eng_Source
湖北省立外國語專門學校;湖北省立外國語專門學校;Hubei Provincial Foreign Languages Vocational College;;;Claude Sonnet 5 (compositional)
湖北省立女子師范學校;湖北省立女子師范學校;Hubei Provincial Girls' Normal School;;;Claude Sonnet 5 (compositional)
湖北省立法科大學;湖北省立法科大學;Hubei Provincial Law University;;;Claude Sonnet 5 (compositional)
湖北省立第一中學;湖北省立第一中學;Hubei Provincial First Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第一商業職業學校;湖北省立第一商業職業學校;Hubei Provincial First Commercial Vocational School;;;Claude Sonnet 5 (compositional)
湖北省立第一師范學校;湖北省立第一師范學校;Hubei Provincial First Normal School;;;Claude Sonnet 5 (compositional)
湖北省立第一高級中學;湖北省立第一高級中學;Hubei Provincial First Senior Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第七師范;湖北省立第七師范;Hubei Provincial Seventh Normal School;;;Claude Sonnet 5 (compositional)
湖北省立第三中學;湖北省立第三中學;Hubei Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第九中學;湖北省立第九中學;Hubei Provincial Ninth Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第二中學;湖北省立第二中學;Hubei Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第二高級中學;湖北省立第二高級中學;Hubei Provincial Second Senior Middle School;;;Claude Sonnet 5 (compositional)
湖北省立第八中學;湖北省立第八中學;Hubei Provincial Eighth Middle School;;;Claude Sonnet 5 (compositional)
湖北省立農業專科學校;湖北省立農業專科學校;Hubei Provincial Agricultural Vocational School;;;Claude Sonnet 5 (compositional)
湖北省立高等師范附屬中學;湖北省立高等師范附屬中學;Hubei Provincial Higher Normal Affiliated Middle School;;;Claude Sonnet 5 (compositional)
湖北省立高級師范;湖北省立高級師范;Hubei Provincial Senior Normal School;;;Claude Sonnet 5 (compositional)
湖北軍官學校;湖北軍官學校;Hubei Military Officers School;;;Claude Sonnet 5 (compositional)
湖北陸軍第三中學;湖北陸軍第三中學;Hubei Third Military Middle School;;;Claude Sonnet 5 (compositional)
湖北高級工業學校;湖北高級工業學校;Hubei Senior Industrial School;;;Claude Sonnet 5 (compositional)
湖南優級師范;湖南優級師范;Hunan Advanced Normal School;;;Claude Sonnet 5 (compositional)
湖南公立法律專科學校;湖南公立法律專科學校;Hunan Public Law Vocational School;;;Claude Sonnet 5 (compositional)
湖南公立第一法政專門學校;湖南公立第一法政專門學校;Hunan Public First Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
湖南商業學校;湖南商業學校;Hunan Commercial School;;;Claude Sonnet 5 (compositional)
湖南工業學校;湖南工業學校;Hunan Industrial School;;;Claude Sonnet 5 (compositional)
湖南工業專門學校;湖南工業專門學校;Hunan Industrial Vocational College;;;Claude Sonnet 5 (compositional)
湖南師範;湖南師範;Hunan Normal School;;;Claude Sonnet 5 (compositional)
湖南會計傳習所;湖南會計傳習所;Hunan Accounting Training Institute;;;Claude Sonnet 5 (compositional)
湖南法官養成所;湖南法官養成所;Hunan Judicial Training Institute;;;Claude Sonnet 5 (compositional)
湖南省立中學;湖南省立中學;Hunan Provincial Middle School;;;Claude Sonnet 5 (compositional)
湖南省立第一中學;湖南省立第一中學;Hunan Provincial First Middle School;;;Claude Sonnet 5 (compositional)
湖南省立第一女子師范;湖南省立第一女子師范;Hunan Provincial First Girls' Normal School;;;Claude Sonnet 5 (compositional)
湖南省立第一師范學校;湖南省立第一師范學校;Hunan Provincial First Normal School;;;Claude Sonnet 5 (compositional)
湖南省立第一師范附屬小學;湖南省立第一師范附屬小學;Hunan Provincial First Normal Affiliated Primary School;;;Claude Sonnet 5 (compositional)
湖南省立第二師范學校;湖南省立第二師范學校;Hunan Provincial Second Normal School;;;Claude Sonnet 5 (compositional)
湖南省立統計專科學校;湖南省立統計專科學校;Hunan Provincial Statistics Vocational School;;;Claude Sonnet 5 (compositional)
湖南省立農校;湖南省立農校;Hunan Provincial Agricultural School;;;Claude Sonnet 5 (compositional)
湖南警官學校;湖南警官學校;Hunan Police School;;;Claude Sonnet 5 (compositional)
湖南高等學堂;湖南高等學堂;Hunan Higher School;;;Claude Sonnet 5 (compositional)
湖南高級師范學堂;湖南高級師范學堂;Hunan Senior Normal School;;;Claude Sonnet 5 (compositional)
漢口商業專門學校;漢口商業專門學校;Hankow Commercial Vocational College;;;Claude Sonnet 5 (compositional)
漢口商科大學;漢口商科大學;Hankow Business University;;;Claude Sonnet 5 (compositional)
漢口法文專門學校;漢口法文專門學校;Hankow French Vocational College;;;Claude Sonnet 5 (compositional)
濟南大學;濟南大學;Jinan University;;;Claude Sonnet 5 (compositional)
無線電專門學校;無線電專門學校;Wireless Radio Vocational College;;;Claude Sonnet 5 (compositional)
無錫中學;無錫中學;Wuxi Middle School;;;Claude Sonnet 5 (compositional)
無錫師范學校;無錫師范學校;Wuxi Normal School;;;Claude Sonnet 5 (compositional)
甘肅公立法政專門學校;甘肅公立法政專門學校;Gansu Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
甘肅省立學院;甘肅省立學院;Gansu Provincial College;;;Claude Sonnet 5 (compositional)
甘肅省立師范學校;甘肅省立師范學校;Gansu Provincial Normal School;;;Claude Sonnet 5 (compositional)
甘肅省立第九師范學校;甘肅省立第九師范學校;Gansu Provincial Ninth Normal School;;;Claude Sonnet 5 (compositional)
甘肅高等學校;甘肅高等學校;Gansu Higher School;;;Claude Sonnet 5 (compositional)
監務專門學校;監務專門學校;Prison Administration Vocational College;;;Claude Sonnet 5 (compositional)
直隸法律專門學校;直隸法律專門學校;Zhili Law Vocational College;;;Claude Sonnet 5 (compositional)
直隸法政專門學校;直隸法政專門學校;Zhili Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
直隸第一中學;直隸第一中學;Zhili First Middle School;;;Claude Sonnet 5 (compositional)
直隸第三中學;直隸第三中學;Zhili Third Middle School;;;Claude Sonnet 5 (compositional)
省立第九中學;省立第九中學;Provincial Ninth Middle School;;;Claude Sonnet 5 (compositional)
省立第九師范學校;省立第九師范學校;Provincial Ninth Normal School;;;Claude Sonnet 5 (compositional)
省立講習所;省立講習所;Provincial Training Institute;;;Claude Sonnet 5 (compositional)
福州職業學校;福州職業學校;Foochow Vocational School;;;Claude Sonnet 5 (compositional)
福州高級中學;福州高級中學;Foochow Senior Middle School;;;Claude Sonnet 5 (compositional)
福建商業學校;福建商業學校;Fujian Commercial School;;;Claude Sonnet 5 (compositional)
福建師范學堂;福建師范學堂;Fujian Normal School;;;Claude Sonnet 5 (compositional)
福建省立中學;福建省立中學;Fujian Provincial Middle School;;;Claude Sonnet 5 (compositional)
福建省立商業專門學校;福建省立商業專門學校;Fujian Provincial Commercial Vocational College;;;Claude Sonnet 5 (compositional)
福建省立第一中學校;福建省立第一中學校;Fujian Provincial First Middle School;;;Claude Sonnet 5 (compositional)
福建省立第一師范學校;福建省立第一師范學校;Fujian Provincial First Normal School;;;Claude Sonnet 5 (compositional)
福建省立第二師范學校;福建省立第二師范學校;Fujian Provincial Second Normal School;;;Claude Sonnet 5 (compositional)
福建省立第八中學;福建省立第八中學;Fujian Provincial Eighth Middle School;;;Claude Sonnet 5 (compositional)
福建省立高等工業學校;福建省立高等工業學校;Fujian Provincial Higher Industrial School;;;Claude Sonnet 5 (compositional)
福建私立法政專門學校;福建私立法政專門學校;Fujian Private Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
福建職業學校;福建職業學校;Fujian Vocational School;;;Claude Sonnet 5 (compositional)
稅務專門學校;稅務專門學校;Customs Vocational College;;;Claude Sonnet 5 (compositional)
第三中學;第三中學;Third Middle School;;;Claude Sonnet 5 (compositional)
第九中學;第九中學;Ninth Middle School;;;Claude Sonnet 5 (compositional)
第二中學;第二中學;Second Middle School;;;Claude Sonnet 5 (compositional)
藏文大學;藏文大學;Tibetan University;;;Claude Sonnet 5 (compositional)
藏文學堂;藏文學堂;Tibetan School;;;Claude Sonnet 5 (compositional)
藝術專門學校;藝術專門學校;Art Vocational College;;;Claude Sonnet 5 (compositional)
蘇州中學;蘇州中學;Suzhou Middle School;;;Claude Sonnet 5 (compositional)
蘇州工業專門學校;蘇州工業專門學校;Suzhou Industrial Vocational College;;;Claude Sonnet 5 (compositional)
蘇州省立第二工校;蘇州省立第二工校;Suzhou Provincial Second Industrial School;;;Claude Sonnet 5 (compositional)
蘇州美術專科學校;蘇州美術專科學校;Suzhou Fine Arts Vocational School;;;Claude Sonnet 5 (compositional)
蘇州美術專門學校;蘇州美術專門學校;Suzhou Fine Arts Vocational College;;;Claude Sonnet 5 (compositional)
蘭州電報學校;蘭州電報學校;Lanzhou Telegraph School;;;Claude Sonnet 5 (compositional)
西安省立中學;西安省立中學;Sian Provincial Middle School;;;Claude Sonnet 5 (compositional)
西藏藏文傳習所;西藏藏文傳習所;Tibet Tibetan Training Institute;;;Claude Sonnet 5 (compositional)
貴州優級師范學堂;貴州優級師范學堂;Guizhou Advanced Normal School;;;Claude Sonnet 5 (compositional)
貴州官立法政講習所;貴州官立法政講習所;Guizhou Official Law and Politics Training Institute;;;Claude Sonnet 5 (compositional)
貴州法政學校;貴州法政學校;Guizhou Law and Politics School;;;Claude Sonnet 5 (compositional)
貴州省立大學;貴州省立大學;Guizhou Provincial University;;;Claude Sonnet 5 (compositional)
貴陽師范學院;貴陽師范學院;Kweiyang Normal College;;;Claude Sonnet 5 (compositional)
軍官學校;軍官學校;Military Officers School;;;Claude Sonnet 5 (compositional)
農業大學;農業大學;Agricultural University;;;Claude Sonnet 5 (compositional)
農業專門學校;農業專門學校;Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
遼寧女子中學;遼寧女子中學;Liaoning Girls' Middle School;;;Claude Sonnet 5 (compositional)
遼寧法政專門學校;遼寧法政專門學校;Liaoning Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
遼寧省立第三高級中學;遼寧省立第三高級中學;Liaoning Provincial Third Senior Middle School;;;Claude Sonnet 5 (compositional)
遼寧省立第二工科專門學校;遼寧省立第二工科專門學校;Liaoning Provincial Second Engineering Vocational College;;;Claude Sonnet 5 (compositional)
郵電專門學校;郵電專門學校;Postal and Telegraph Vocational College;;;Claude Sonnet 5 (compositional)
重慶中學;重慶中學;Chongqing Middle School;;;Claude Sonnet 5 (compositional)
重慶公立法政專門學校;重慶公立法政專門學校;Chongqing Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
重慶商船專科學校;重慶商船專科學校;Chongqing Merchant Marine Vocational School;;;Claude Sonnet 5 (compositional)
重慶會計專科學校;重慶會計專科學校;Chongqing Accounting Vocational School;;;Claude Sonnet 5 (compositional)
鎮江中學;鎮江中學;Chinkiang Middle School;;;Claude Sonnet 5 (compositional)
長沙第一師范;長沙第一師范;Changsha First Normal School;;;Claude Sonnet 5 (compositional)
長沙縣立師范;長沙縣立師范;Changsha County Normal School;;;Claude Sonnet 5 (compositional)
開封師范學校;開封師范學校;Kaifeng Normal School;;;Claude Sonnet 5 (compositional)
陝西公立法政專門學校;陝西公立法政專門學校;Shaanxi Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
陝西大學;陝西大學;Shaanxi University;;;Claude Sonnet 5 (compositional)
陝西師范學校;陝西師范學校;Shaanxi Normal School;;;Claude Sonnet 5 (compositional)
陝西省立商業專科學校;陝西省立商業專科學校;Shaanxi Provincial Commercial Vocational School;;;Claude Sonnet 5 (compositional)
陝西省立第一中學;陝西省立第一中學;Shaanxi Provincial First Middle School;;;Claude Sonnet 5 (compositional)
陝西省立第一師范學校;陝西省立第一師范學校;Shaanxi Provincial First Normal School;;;Claude Sonnet 5 (compositional)
陝西省立第三中學;陝西省立第三中學;Shaanxi Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
陝西省立第三師范;陝西省立第三師范;Shaanxi Provincial Third Normal School;;;Claude Sonnet 5 (compositional)
陝西省立第二中學;陝西省立第二中學;Shaanxi Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
陝西省立第二師范;陝西省立第二師范;Shaanxi Provincial Second Normal School;;;Claude Sonnet 5 (compositional)
陝西軍官學校;陝西軍官學校;Shaanxi Military Officers School;;;Claude Sonnet 5 (compositional)
陸軍學校;陸軍學校;Military School;;;Claude Sonnet 5 (compositional)
雲南師范;雲南師范;Yunnan Normal School;;;Claude Sonnet 5 (compositional)
雲南省立第一中學;雲南省立第一中學;Yunnan Provincial First Middle School;;;Claude Sonnet 5 (compositional)
雲南省立第一工業學校;雲南省立第一工業學校;Yunnan Provincial First Industrial School;;;Claude Sonnet 5 (compositional)
雲南省立高等師范;雲南省立高等師范;Yunnan Provincial Higher Normal School;;;Claude Sonnet 5 (compositional)
雲南第二師范;雲南第二師范;Yunnan Second Normal School;;;Claude Sonnet 5 (compositional)
雲南高等學堂;雲南高等學堂;Yunnan Higher School;;;Claude Sonnet 5 (compositional)
青島海軍學校;青島海軍學校;Tsingtao Naval School;;;Claude Sonnet 5 (compositional)
順天中學;順天中學;Shuntian Middle School;;;Claude Sonnet 5 (compositional)
順天學校;順天學校;Shuntian School;;;Claude Sonnet 5 (compositional)
順天高等學堂;順天高等學堂;Shuntian Higher School;;;Claude Sonnet 5 (compositional)
高等學校;高等學校;Higher School;;;Claude Sonnet 5 (compositional)
高等警官學堂;高等警官學堂;Higher Police School;;;Claude Sonnet 5 (compositional)
高級中學;高級中學;Senior Middle School;;;Claude Sonnet 5 (compositional)
高級美術學校;高級美術學校;Senior Fine Arts School;;;Claude Sonnet 5 (compositional)
高級護士學校;高級護士學校;Senior Nursing School;;;Claude Sonnet 5 (compositional)
鹽務學校;鹽務學校;Salt Administration School;;;Claude Sonnet 5 (compositional)
黑龍江省立法政專門學校;黑龍江省立法政專門學校;Heilongjiang Provincial Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
