Discipline_ZhS_Srce,Discipline_ZhT_Srce,Discipline_Level2,Discipline_Level2_Strd,Discipline_Level1,Discipline_Level1_Strd,Discipline_Level0,Discipline_Level0_ZhT,Level1_code,,,,
文学院哲心教系心理组,文學院哲心教系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系,文學院哲心系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系哲学组,文學院哲心系哲學組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系心理学组,文學院哲心系心理學組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心系心理组,文學院哲心系心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院心理学系,文學院心理學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院心理系,文學院心理系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院心理组,文學院心理組,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文科心理学系,文科心理學系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
农学院，后转入文学院哲学心理系,農學院，後轉入文學院哲學心理系,Psychology,心理學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
护士教育,公共衛生,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
公众衞生学,公衆衞生學,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
助产,助産,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
文学院儿童福利学系,文學院兒童福利學系,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
产科,産科,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
,衛生學,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护士,護士,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护士学校,護士學校,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护士教育,護士教育,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产助理,護産助理,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产助理员,護産助理員,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产助理员训练班,護産助理員訓練班,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产班,護産班,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产班科,護産班科,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护产科,護産科,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护预,護預,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护预 /化学*,護預 /化學*,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护预 /社会*,護預 /社會*,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护预*,護預*,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
护预/化学*,護預/化學*,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
附设高等产科,附設高等産科,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级助产,高級助産,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级助产学校,高級助産學校,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级助产科,高級助産科,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级助产职业学校,高級助産職業學校,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级护士,高級護士,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级护士班,高級護士班,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级护士职业学校,高級護士職業學校,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
高级护士职业学生,高級護士職業學生,Public Health and Hygiene,公衆衞生學,Health Sciences,健康科學,Science,科學,BSC,,,,
ART OF THEOLOGICAL,ART OF THEOLOGICAL,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
THECLOGICAL SCHOOL,THEOLOGY,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
THEOLOGICAL,THEOLOGY,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
THEOLOGICAL SCHOOL,THEOLOGY,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
THEOLOGY,THEOLOGY,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
宗教,宗教,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
神学,神學,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
经学系,經學系,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
葛罗协和神学院,葛羅協和神學院,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
葛罗纪念神学院,葛羅紀念神學院,Religion,宗教,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
SCIENCE,SCIENCE,Science,科學,Science,科學,Science,科學,PSC,,,,
普通科学,普通科學,Science,科學,Science,科學,Science,科學,PSC,,,,
理学,理學,Science,科學,Science,科學,Science,科學,PSC,,,,
理学院,理學院,Science,科學,Science,科學,Science,科學,PSC,,,,
理学院特别生,理學院特別生,Science,科學,Science,科學,Science,科學,PSC,,,,
理学院理科系,理學院理科系,Science,科學,Science,科學,Science,科學,PSC,,,,
理科,理科,Science,科學,Science,科學,Science,科學,PSC,,,,
理科天？系,理科天？系,Science,科學,Science,科學,Science,科學,PSC,,,,
理科师范,理科師範,Science,科學,Science,科學,Science,科學,PSC,,,,
理科研究所,理科研究所,Science,科學,Science,科學,Science,科學,PSC,,,,
理组,理組,Science,科學,Science,科學,Science,科學,PSC,,,,
理预,理預,Science,科學,Science,科學,Science,科學,PSC,,,,
科学,科學,Science,科學,Science,科學,Science,科學,PSC,,,,
科学学院,科學學院,Science,科學,Science,科學,Science,科學,PSC,,,,
SOC.,SOCIOLOGY,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
SOCIOLOGY,SOCIOLOGY,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
史学改社会学,史學改社會學,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
教育学院社会学系,教育學院社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院中文系转文学院社会系,文學院中文系轉文學院社會系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院哲心教系哲学组转文学院社会系社会福利行政组,文學院哲心教系哲學組轉文學院社會系社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院历史社会学系,文學院曆史社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学,文學院社會學,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学研究所社会福利行政组,文學院社會學研究所社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学系,文學院社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学系社会福利行政组,文學院社會學系社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学系转文学院历史系,文學院社會學系轉文學院曆史系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学部社会福利行政组,文學院社會學部社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会学部福利行政组,文學院社會學部福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会研究所社会福利组,文學院社會研究所社會福利組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会研究所社会福利行政组,文學院社會研究所社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利特别研究部,文學院社會福利特別研究部,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利研究所,文學院社會福利研究所,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利研究部,文學院社會福利研究部,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利系,文學院社會福利系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政学系,文學院社會福利行政學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政特别研究,文學院社會福利行政特別研究,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政研究所,文學院社會福利行政研究所,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政研究部,文學院社會福利行政研究部,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政系,文學院社會福利行政系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政系转文学院社会学系,文學院社會福利行政系轉文學院社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会福利行政组,文學院社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系,文學院社會系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系儿童福利组,文學院社會系兒童福利組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系研究所,文學院社會系研究所,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系社会福利行政组,文學院社會系社會福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系社福组,文學院社會系社福組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社会系福利行政组,文學院社會系福利行政組,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社研部,文學院社研部,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文学院社福行政,文學院社福行政,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院社交学系,文法學院社交學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院社会学系,文法學院社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文法学院社会系,文法學院社會系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
文理学院社会学系,文理學院社會學系,Sociology,社會學,Social Sciences,社會科學,Humanities and Social Sciences,人文社會科學,SSC,,,,
